"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1990-11-21.4.1.59","uk.proc","speech",0.853984,"1990-11-21","The Prime Minister","Conservative","The Prime Minister","government",3,"commons","I agree with my hon. Friend that the cohesion of NATO has been absolutely vital. It has been the most successful defensive alliance in history and must therefore continue. That staunchness in defence, including the nuclear deterrent and the insistence of President Reagan on the strategic defence initiative, made the <em>Soviet</em> Union realise that"
"uk.proc.d.1955-04-19.15.1.2","uk.proc","speech",0.853984,"1955-04-19","The Prune Minister","null","","mp",3,"commons","Her Majesty's Government certainly welcome the statement in the communiqué issued in Moscow on 15th April in which the Austrian and <em>Soviet</em> Governments place on record their desire for the early conclusion of a State Treaty. For many years we and our Allies have wanted to conclude a Treaty with Austria which would restore her full freedom and"
"uk.proc.d.1987-11-06.2.4.2","uk.proc","speech",0.853984,"1987-11-06","Mr. Ken Hargreaves","Conservative","","mp",9,"commons","I am grateful for the opportunity to draw the attention of the House once again to the plight of Anna Chertkova, a <em>Soviet</em> Christian who is being forced to be confined in a psychiatric hospital near Kazan. I am pleased to see that my hon. Friends the Members for Basildon (Mr. Amess) and for Erith and Crayford (Mr. Evennett) are also to take part in"
"uk.proc.d.1950-12-06.21.1.16","uk.proc","speech",0.853984,"1950-12-06","Mr. Davies","Labour","The Under-Secretary of State for Foreign Affairs","government",2,"commons","We consider that it is quite possible today for anybody to know what is the propaganda line of the <em>Soviet</em> Union. After all, the \"Daily Worker\" is still published in this country and any body who wants to know their attitude can read the \"Daily Worker.\" They can read the \"<em>Soviet</em> News,\" which is published from the <em>Soviet</em> Embassy, and other <em>Soviet</em>"
"uk.proc.d.1980-03-17.7.1.24","uk.proc","speech",0.853984,"1980-03-17","Sir I. Gilmour","Conservative","The Lord Privy Seal","government",4,"commons","Of course I agree with my hon. Friend. I was hoping to deal with that point in some detail later in my speech. Where we have refrained from certain other actions, that also has been for good reasons. For example, we still need to be able to convey our views to the <em>Soviet</em> Government. We cannot responsibly forsake efforts to preserve world peace and"
"uk.proc.d.1977-03-28.7.1.43","uk.proc","speech",0.853984,"1977-03-28","Miss Richardson","Labour","","mp",3,"commons","The hon. Gentleman may be correct. I am not necessarily quarrelling with the figure, but there has been a sufficiently long history of exaggeration of <em>Soviet</em> military capability to make one hesitate when figures are quoted about the proportion of GNP spent by the <em>Soviet</em> Union on defence. Various bodies have produced various concepts of <em>Soviet</em>"
"uk.proc.d.1976-01-28.3.7.9","uk.proc","speech",0.853984,"1976-01-28","Mr. Callaghan","null","","mp",2,"commons","I agree with my hon. Friend and disagree with the Leader of the Opposition when she says that the <em>Soviet</em> authorities are not responsive to public opinion. That is not my experience. I must say to my hon. Friend that we cannot expect dramatic changes overnight, and especially regarding those matters covered by Basket III. The Final Act was the"
"uk.proc.d.1930-04-30.5.3.8","uk.proc","speech",0.853984,"1930-04-30","Mr. HENDERSON","null","","mp",3,"commons","Mr. HENDERSON: Under Articles 4 and 5 of the Commercial Treaty of the 12th of October, 1925, between Germany and the Union of <em>Soviet</em> Socialist Republics, the Director of the Commercial Representation, his deputies, and also the members of the Council of the Commercial Representation residing in Berlin, enjoy all the privileges and advantages of"
"uk.proc.d.1991-03-14.11.1.11","uk.proc","speech",0.853984,"1991-03-14","Mr. Lennox-Boyd","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",9,"commons"," draft union treaty, and the referendum which is to be held on Sunday 17 March, have been a focal point for these discussions. What attitude should we in Britain, the British Government, take to the <em>Soviet</em> Union in this turbulent transitional phase of its history? We do not know, and outsiders cannot determine, what will happen in the <em>Soviet</em> Union in"
"uk.proc.d.1984-03-22.8.1.42","uk.proc","speech",0.853984,"1984-03-22","Mr. Richard Ryder (Mid-Norfolk)","Conservative","","mp",11,"commons","I enjoyed listening to the hon. Member for Middlesbrough (Mr. Bell) and to my hon. Friend the Member for Leominster (Mr. Temple-Morris). I hope that they will both forgive me if I do not also speak about the middle east and Israel. The visit to London next week of the <em>Soviet</em> Foreign Minister Mr. Kornienko and that of my right hon. and learned"
"uk.proc.d.1965-04-26.9.2.1","uk.proc","speech",0.853984,"1965-04-26","The Secretary of State for Foreign Affairs (Mr. Michael Stewart)","Labour","The Secretary of State for Foreign Affairs","government",4,"commons","With your permission, Mr. Speaker, and that of the House, I wish to make a statement about a conference on Cambodia. The House may wish to know that Her Majesty's Ambassador at Moscow has today informed the <em>Soviet</em> Government of my acceptance of the <em>Soviet</em> proposal for a joint message from the British and <em>Soviet</em> Foreign Ministers, in their capacity"
"uk.proc.d.1965-04-30.3.1.2","uk.proc","speech",0.853984,"1965-04-30","The Minister of State for Foreign Affairs (Mr. George Thomson)","Labour","The Minister of State for Foreign Affairs","government",2,"commons","Yes, Sir. On 26th April Her Majesty's Embassy were informed by Mrs. Barbara Brooke that her husband, Mr. Gerald Brooke, had been detained the previous evening by the <em>Soviet</em> authorities. Inquiries were immediately made by Her Majesty's Embassy at the <em>Soviet</em> Ministry of Foreign Affairs about the whereabouts of Mr. Brooke and the charges against him"
"uk.proc.d.1989-05-22.7.1.3","uk.proc","speech",0.853984,"1989-05-22","Mr. Kaufman","Labour","","mp",3,"commons","The Opposition regard the expulsion of three reputable British journalists from Moscow as wrong and completely without justification. We deplore any proven cases of <em>Soviet</em> espionage in this country. We assert the right of Britain to take proper action to protect national security and we ask the Government the following questions. Why were the"
"uk.proc.d.1989-05-22.7.1.4","uk.proc","speech",0.853984,"1989-05-22","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons"," that I have described. If I had announced these matters in a different fashion, ahead of the announcement made in the <em>Soviet</em> Union, the right hon. Gentleman and his hon. Friends would have been the first to accuse me of provocative cold war attitudes. The decision to expel those people was taken only after the most careful consideration, after a long"
"uk.proc.d.1977-01-12.7.1.160","uk.proc","speech",0.853984,"1977-01-12","Mr. Cronin","Labour","","mp",3,"commons","I have done so, just as I have taken fully into account the total change in the economic situation between the early part of last year and the end of last year. That is the change that initiated these cuts. There is no escape from the fact that the <em>Soviet</em> Union is a potential aggressor. Since 1940 no fewer than 10 formerly independent countries"
"uk.proc.d.1986-10-24.11.1.15","uk.proc","speech",0.853984,"1986-10-24","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons"," co-operation as we sensibly can with the <em>Soviet</em> Union in that respect as well. It is no secret that the attitude of the <em>Soviet</em> Union has been changing in relation to these matters. There has been a well-known connection between the <em>Soviet</em> Union and Libya over many years, but that has not enabled the <em>Soviet</em> Union, if she wished, to achieve the"
"uk.proc.d.1987-04-07.11.1.7","uk.proc","speech",0.853984,"1987-04-07","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","My hon. Friend puts his point with characteristic lucidity and compactness. It can be seen that Mr. Gorbachev's attempts to glean the practical benefits of restructuring and openness within the <em>Soviet</em> Union have political as well as economic implications, and those implications are international as well. We must ask, in that broader context"
"uk.proc.d.1987-04-07.11.1.82","uk.proc","speech",0.853984,"1987-04-07","Mr. Renton","Conservative","The Minister of State, Foreign and Commonwealth Office","government",3,"commons","No. I have many points to answer. We heard a great deal about human rights. However, there is a strange and curious affliction that appears to strike down Opposition Members. That is the compulsion to shout \"Chile\" or \"South Africa\" whenever the subject of human rights abuses in the <em>Soviet</em> Union is raised. I must make the point that it is a"
"uk.proc.d.1976-08-06.2.14.2","uk.proc","speech",0.853984,"1976-08-06","Mr. Greville Janner","Labour","","mp",3,"commons","As the final act before we move into the recess, I am privileged to bring before the House the problem of the non-implementation of the Final Act of the Helsinki Agreement by the <em>Soviet</em> authorities. On 1st August 1975 the Final Act of the agreement was signed. At that time it was a vision of hope and a symbol of possible freedom for hundreds of"
"uk.proc.d.1991-03-18.9.1.115","uk.proc","speech",0.853984,"1991-03-18","Mr. Maclennan","Liberal Democrats","","mp",2,"commons"," their physical capacity to conduct their defence efficaciously. I further question whether the <em>Soviet</em> Union would feel as ready in such trials to volunteer evidence for the defence as it might for the prosecution. I recognise that substantial and important changes have been made in the administration of justice in the <em>Soviet</em> Union territories in"
"uk.proc.d.1950-05-10.19.1.1","uk.proc","speech",0.853984,"1950-05-10","Mr. Ernest Davies","Labour","The Under-Secretary of State for Foreign Affairs","government",3,"commons","With permission, I will make a statement about the detention of the trawler \"Etruria\" by the <em>Soviet</em> authorities. A Note has now been received from the <em>Soviet</em> Ministry of Foreign Affairs in reply to the inquiries which, I informed the House on the 5th May, His Majesty's Ambassador had addressed to to the <em>Soviet</em> authorities. The <em>Soviet</em> Note states"
"uk.proc.d.1982-12-22.4.3.4","uk.proc","speech",0.853984,"1982-12-22","Mr. Pym","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","The understanding between the United States and the <em>Soviet</em> Union on the INF talks is that of parity between the United States and the <em>Soviet</em> Union. The hon. Gentleman referred to Mr. Andropov's speech yesterday, which is the first public statement of the <em>Soviet</em> Union's position. Full details of it are not yet available, but I have no doubt that"
"uk.proc.d.1990-10-30.5.1.24","uk.proc","speech",0.853984,"1990-10-30","The Prime Minister","Conservative","The Prime Minister","government",3,"commons","The German banks—the Deutsche bank—made a considerable loan to the <em>Soviet</em> Union of some DM6 billion. That had all gone within a matter of weeks. It was guaranteed by the Government of the Federal Republic, and it was all gone in a matter of weeks—used to repay debts which the <em>Soviet</em> Union owed to German manufacturers. That has done nothing to help"
"uk.proc.d.1981-11-05.4.2.128","uk.proc","speech",0.853984,"1981-11-05","Mr. Hurd","Conservative","The Minister of State, Foreign and Commonwealth Office","government",3,"commons","I withdraw my remark. However, how can one expect to talk sensibly about trusting the <em>Soviet</em> Union, arms control and disarmament negotiation without considering that continuing fact? There are three sets of talks under way or about to begin with the <em>Soviet</em> Union. There is the Madrid conference and the possibility of reaching agreement on the"
"uk.proc.d.1947-08-13.28.1.29","uk.proc","speech",0.853984,"1947-08-13","Mr. Pritt","Labour","","mp",2,"commons","So long as I have the venomous hatred of the hon. Member for Shettleston (Mr. McGovern) I am satisfied that I am on the right path. We are complaining, quite rightly, that we would like to see the 15 <em>Soviet</em> girls come and join their husbands in this country. But there are many more than 15 <em>Soviet</em> citizens in the British zone in Germany, whom the"
"uk.proc.d.1991-01-16.4.1.2","uk.proc","speech",0.853984,"1991-01-16","The Secretary of State for Foreign and Commonwealth Affairs (Mr. Douglas Hurd)","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",3,"commons","The Government have condemned the use of force by the <em>Soviet</em> army against unarmed civilians in Lithuania, which led to many deaths and injuries on the night of 12 January. We strongly oppose the use of coercion against elected assemblies in the Baltic states. The European Community, after its meeting that I attended the day before yesterday in"
"uk.proc.d.1991-01-16.4.1.3","uk.proc","speech",0.853984,"1991-01-16","Mr. Kaufman","Labour","","mp",3,"commons","We on this side totally condemn the killings, the use of state violence and all other repression by the <em>Soviet</em> Union in Lithuania. Does the right hon. Gentleman agree that, if President Gorbachev's statement that he did not order the violent action by <em>Soviet</em> troops is to be accepted, there must be a firm commitment that such measures will never be"
"uk.proc.d.1978-07-10.10.1.1","uk.proc","speech",0.853984,"1978-07-10","The Secretary of State for Foreign and Commonwealth Affairs (Dr. David Owen)","Labour","The Secretary of State for Foreign and Commonwealth Affairs","government",4,"commons","I will, with permission, Mr. Speaker, make a statement on the trials of Anatoly Shcharansky and Alexander Ginzburg which have opened in the <em>Soviet</em> Union today. The whole House will deplore the fact that the <em>Soviet</em> Government have now put on trial 15 members of the Helsinki monitoring group. The Helsinki Final Act states that individuals have the"
"uk.proc.d.1987-04-02.6.1.3","uk.proc","speech",0.8519801,"1987-04-02","The Prime Minister","Conservative","The Prime Minister","government",20,"commons","I should like to make a statement, Mr. Speaker, about the visit which I paid to the <em>Soviet</em> Union from 28 March to 1 April, accompanied by my right hon. and learned Friend the Foreign and Commonwealth Secretary. I was able to carry out a very full and interesting programme arranged by the <em>Soviet</em> authorities, for whose hospitality and welcome I am"
"uk.proc.d.1980-04-28.10.1.4","uk.proc","speech",0.8519801,"1980-04-28","The Minister of State, Foreign and Commonwealth Office (Mr. Peter Blaker)","Conservative","The Minister of State, Foreign and Commonwealth Office","government",14,"commons","I am grateful to my hon. Friend the Member for Bexleyheath (Mr. Townsend) for initiating a debate on this important subject. As he said, the <em>Soviet</em> invasion of Afghanistan caused the Government to review every aspect of our relations with the <em>Soviet</em> Union. That included a review of our policy on Anglo-<em>Soviet</em> trade. Since the presence of <em>Soviet</em>"
"uk.proc.d.1978-06-08.12.1.87","uk.proc","speech",0.8519801,"1978-06-08","Mr. Robert Boscawen","Conservative","","mp",14,"commons"," on the human rights issue with the <em>Soviet</em> Union and elsewhere. Throughout the debate yesterday, however, there were repeated charges by Labour Members of Conservatives having double standards on human rights. I make no apology for drawing attention to violations of human rights, both individual and collective, in the <em>Soviet</em> Union —violations of the"
"uk.proc.d.1976-02-24.15.1.109","uk.proc","speech",0.8354352,"1976-02-24","Mr. Sproat","Conservative","","mp",12,"commons"," least it is a standard against which we can criticise, and continue to criticise, the <em>Soviet</em> Union or any other Eastern European country if they do not fulfil the Agreement that they signed at Helsinki. It gives us a standard against which the <em>Soviet</em> Union can be judged in the open forum of world opinion. Basket IV deals with what we should do in"
"uk.proc.d.1953-06-16.20.1.5","uk.proc","speech",0.8354352,"1953-06-16","The Joint Under-Secretary of State for Foreign Affairs (Mr. Anthony Nutting)","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",12,"commons"," tension and to seek agreements wherever and whenever possible with the <em>Soviet</em> Union. On the broader issues outstanding between us in the West and the <em>Soviet</em> Union, we must clearly await the Bermuda Conference before making any pronouncement, or speculating, or anticipating what the results for the future will be. Perhaps I may just say something on the"
"uk.proc.d.1968-05-31.7.1.29","uk.proc","speech",0.8354352,"1968-05-31","Mr. Rodgers","Labour","The Under-Secretary of State for Foreign Affairs","government",14,"commons"," incentive to import or to take up large quantities of Middle East oil, for the obvious reason that the <em>Soviet</em> Union is a major oil-producing country which has a large export surplus. On the other hand, I do not want to suggest that we are complacent. We are well aware of the long-term significance of <em>Soviet</em> interests in this area. My time is limited, and"
"uk.proc.d.1947-08-13.28.1.54","uk.proc","speech",0.8354352,"1947-08-13","Mr. Mayhew","Labour","The Under-Secretary of State for Foreign Affairs","government",7,"commons","The third main point about which I was asked by the noble Lord was whether we would issue a White Paper summarising the diplomatic exchanges, which have gone on in relation to this problem, so as to show the reasons for the <em>Soviet</em> attitude. The first thing I have to say about that is that I am afraid that publication of these documents would not"
"uk.proc.d.1990-06-12.5.1.1","uk.proc","speech",0.8323606,"1990-06-12","The Prime Minister (Mrs. Margaret Thatcher)","Conservative","The Prime Minister","government",14,"commons","With permission, Mr. Speaker, I shall make a statement on my visit to the <em>Soviet</em> Union from 8 to 10 June at the invitation of President Gorbachev, in the course of which I visited Moscow, the Ukraine and Armenia. I held very constructive and friendly talks with President Gorbachev, which enabled us to take forward some of the matters discussed at"
"uk.proc.d.1964-04-20.9.1.4","uk.proc","speech",0.8268664,"1964-04-20","Mr. Butler","Conservative","The Secretary of State for Foreign Affairs","government",2,"commons","Yes, Sir. In response to the latter part of the question, we have been in touch with the <em>Soviet</em> Ambassador in Laos and I have sent a message to Mr. Gromyko as co-Chairman. We shall certainly keep in close contact with the <em>Soviet</em> Government. As to keeping the House informed, if things develop normally I do not think that that will be necessary, but"
"uk.proc.d.1984-03-09.3.1.37","uk.proc","speech",0.8268664,"1984-03-09","Mr. Lamond","Labour","","mp",2,"commons","That is what the Foreign Office would say. It has to justify the action that it took. The people who were refused visas were genuine trade unionists who wished to discuss a matter of great concern to trade unionists. I have here a thick document produced by the <em>Soviet</em> trade unions about the problems of disarmament and about the effects that"
"uk.proc.d.1982-11-25.5.1.38","uk.proc","speech",0.8268664,"1982-11-25","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","I am delighted to hear that the right hon. Gentleman criticises the SS20s. Therefore, I hope that he will criticise the <em>Soviet</em> Union for putting them in place and direct his attention to that. I have now heard him criticise them for the first time. I hope, too, that the right hon. Gentleman will agree that we should have every bit as much"
"uk.proc.d.1982-12-14.5.16.8","uk.proc","speech",0.8268664,"1982-12-14","The Prime Minister","Conservative","The Prime Minister","government",2,"commons"," superiority of nuclear weapons on the part of the <em>Soviet</em> Union against the West. I do not wish to confirm that <em>Soviet</em> superiority. We wish to have a balance and if cruise missiles are not to be deployed in this country, the best means to secure that end is to request and ensure that the <em>Soviet</em> Union removes the SS20s."
"uk.proc.d.1987-07-01.3.7.4","uk.proc","speech",0.8268664,"1987-07-01","Mr. Mellor","Conservative","The Minister of State, Foreign and Commonwealth Office","government",2,"commons","I had the opportunity of saying almost precisely that to the chairman of the British Council for <em>Soviet</em> Jewry at our meeting yesterday. I look forward to giving a similar commendation on the efforts of so many, including many Members of this House, at a conference on this topic next week. The welcome fact is that, taking the June provisional"
"uk.proc.d.1976-11-29.5.1.3","uk.proc","speech",0.8268664,"1976-11-29","Dr. Owen","Labour","The Minister of State, Foreign and Commonwealth Office","government",3,"commons"," is not misplaced. The situation would be grave if it were not to materialise. On the topic of <em>Soviet</em> fishing, third-party mandates have been issued to, among others, the <em>Soviet</em> Government. Negotiations have started with some other States, but not yet with the <em>Soviet</em> Union. I agree that the North-South dialogue is crucial. It is on the agenda for discussion today and tomorrow. It will be possible to return to this topic at various Council meetings, if necessary, before December."
"uk.proc.d.1953-03-04.14.1.2","uk.proc","speech",0.8268664,"1953-03-04","Mr. Lyttelton","Conservative","The Secretary of State for the Colonies","government",2,"commons","I will circulate details in the OFFICIAL REPORT, but the summary figures are these. The total value of Malayan exports to the U.S.S.R. in 1951 and 1952 was £8,600,000 and £3,300,000, respectively, almost entirely of rubber. Imports from the <em>Soviet</em> Union into Malaya during these two years were valued at £4,710 and £3,165, respectively, In 1952 the"
"uk.proc.d.1963-06-20.10.1.3","uk.proc","speech",0.8268664,"1963-06-20","Mr. Amery","Conservative","The Minister of Aviation","government",2,"commons","I am rather surprised that the hon. Gentleman is at a loss to under- stand the purpose of my statement. Its purpose is to give some information to the House on a form of contact with the <em>Soviet</em> Union which has been in abeyance since 1957 and is a report to the House of what our delegation did. With regard to the work of Rolls-Royce, I can say that"
"uk.proc.d.1930-02-03.4.4.2","uk.proc","speech",0.8268664,"1930-02-03","Sir KINGSLEY WOOD","Con","","mp",2,"commons","18 and 26. Sir KINGSLEY WOOD asked the Secretary of State for Foreign Affairs (1) whether he has taken any action with the <em>Soviet</em> Government in relation to the statement recently appearing in \"Izvestia,\" the official organ of the <em>Soviet</em> Government, that it is futile to expect any change in the Comintern's activity as a result of the Anglo-<em>Soviet</em>"
"uk.proc.d.1984-01-24.6.1.19","uk.proc","speech",0.8268664,"1984-01-24","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons",". Friend the Minister of State, Department of Trade and Industry, will be visiting the <em>Soviet</em> Union in May at the next meeting of the Anglo-<em>Soviet</em> Joint Commission. We hope to be able to welcome to Britain before long the First Deputy Foreign Minister of the <em>Soviet</em> Union, Mr. Kornienko. I hope to be able to arrange a meeting of a more substantial sort with Mr. Gromyko before we meet, as will be the normal practice, at the United Nations General Assembly."
"uk.proc.d.1980-03-17.7.1.32","uk.proc","speech",0.8268664,"1980-03-17","Sir I. Gilmour","Conservative","The Lord Privy Seal","government",2,"commons"," my right hon. and hon. Friends is, therefore, in accordance with Government policy. As I have said we have not renewed the Anglo-<em>Soviet</em> credit agreement, with its extremely favourable terms. We are strongly opposed to doing anything that might facilitate the <em>Soviet</em> war effort. We are aiming to tighten and broaden the COCOM rules. Finally, we are opposed to the subsidised sale of butter to the <em>Soviet</em> Union."
"uk.proc.d.1980-03-17.7.1.237","uk.proc","speech",0.8268664,"1980-03-17","Mr. Heseltine","Conservative","The Secretary of State for the Environment","government",2,"commons"," impact that such a unilateral declara- tion on our part might have upon the <em>Soviet</em> Union. It is the Government's view that it would have no impact at all, for two reasons. The first is that the <em>Soviet</em> Union would replace the orders that it was not able to buy from us with similar orders from other countries. The second is that the people of the <em>Soviet</em> Union would never be allowed to know of such a unilateral decision on the part of the British people."
"uk.proc.d.1952-03-26.25.1.339","uk.proc","speech",0.8268664,"1952-03-26","Mr. Maclean","Conservative","","mp",2,"commons"," which the relations between the two countries started at the end of the war. Since then a lot has happened, and today we are less ready to trade with the <em>Soviet</em> Union because we have had a number of extremely bitter and unpleasant experiences. What has destroyed our relations with the <em>Soviet</em> Union and what has destroyed the possibility of extended trade with her has been the <em>Soviet</em> Union's deliberately hostile and aggressive policy."
"uk.proc.d.1991-02-22.4.1.2","uk.proc","speech",0.8268664,"1991-02-22","The Minister of State, Foreign and Commonwealth Office (Mr. Douglas Hogg)","Conservative","The Minister of State, Foreign and Commonwealth Office","government",4,"commons","As the House knows, last night a <em>Soviet</em> spokesman announced a further set of proposals about ending the conflict in the Gulf. We have not yet received from the <em>Soviet</em> Government the full text of those proposals. When we do, we will analyse them and consult carefully and urgently with the Governments of other countries whose forces are"
"uk.proc.d.1984-01-25.3.5.16","uk.proc","speech",0.8268664,"1984-01-25","Mr. Anderson","Labour","","mp",2,"commons","The Foreign Secretary knows from previous exchanges in the House that there is a bipartisan approach to human rights. We join the Government in their condemnation of the abuse of human rights in the <em>Soviet</em> Union. However, we wish that the Foreign Secretary would show that same zeal and enthusiasm for human rights in Chile. The Government recently"
"uk.proc.d.1954-11-15.11.1.2","uk.proc","speech",0.8268664,"1954-11-15","The Secretary of State for Foreign Affairs (Sir Anthony Eden)","Conservative","The Secretary of State for Foreign Affairs","government",4,"commons","Yes, Sir. The <em>Soviet</em> Note has only just been received and is being studied. Our first duty is to consult our allies and other interested Powers. Subject to such consultation, my preliminary reading of the <em>Soviet</em> Note is that it contains no proposals which have not been put forward before, except the proposal of the date of 29th November for a"
"uk.proc.d.1972-12-08.4.1.20","uk.proc","speech",0.8268664,"1972-12-08","Mr. Allaun","Labour","","mp",2,"commons","I am more in favour of bringing ours down than of bringing theirs up, for good bread and butter reasons. Meanwhile Conservative Ministers, members of Parliament and the Press issue constant propaganda for greater military spending still. One frequent excuse is the growth of the <em>Soviet</em> Navy. I am not very keen about the <em>Soviet</em> Navy. Nor am I very"
"uk.proc.d.1952-06-18.12.2.2","uk.proc","speech",0.8268664,"1952-06-18","Mr. Eden","Conservative","The Secretary of State for Foreign Affairs","government",3,"commons","The major incidents which have occurred are the <em>Soviet</em> action to stop British and American patrols on the autobahn and the <em>Soviet</em> occupation of the road connecting the group of houses at Eiskeller with the British Sector, to which it belongs. Letters have been exchange with General Chuikov about the autobahn patrols, and a reply is being prepared"
"uk.proc.d.1966-04-26.11.1.2","uk.proc","speech",0.8268664,"1966-04-26","The Secretary of State for Foreign Affairs (Mr. Michael Stewart)","Labour","The Secretary of State for Foreign Affairs","government",2,"commons","Since my right honourable Friend the Prime Minister spoke to Mr. Kosygin in February, we have continued to make repeated representations in Moscow and here about Mr. Brooke. The Prime Minister spoke to the <em>Soviet</em> Ambassador personally about it on 18th April. However, the <em>Soviet</em> Government have given no indication of willingness to release Mr"
"uk.proc.d.1930-02-12.9.1.1","uk.proc","speech",0.8268664,"1930-02-12","Sir BASIL PETO","unknown","","mp",3,"commons","10, 11 and 12. Sir BASIL PETO asked the Secretary of State for Foreign Affairs (1) whether the <em>Soviet</em> Government has presented a schedule of Russian counterclaims to the claims of His Majesty's Government; (2) whether, in presenting British claims against the <em>Soviet</em> Government, he will see that the claims of British subjects for bonds and other"
"uk.proc.d.1990-06-25.9.1.109","uk.proc","speech",0.8268664,"1990-06-25","Mr. Martin Flannery","Labour","","mp",2,"commons"," massively. None of us thought that the miners in the <em>Soviet</em> Union could possibly strike, and suddenly we were alarmed when the miners went on strike in the <em>Soviet</em> Union. Let us consider South Africa, where the situation is even more fluid than it was in the <em>Soviet</em> Union. The right wing was out in South Africa the other day and its supporters had their badges on their arms. I believe that they are fascists. The situation in South Africa——"
"uk.proc.d.1991-02-18.6.1.46","uk.proc","speech",0.8268664,"1991-02-18","Mr. Stuart Bell","Labour","","mp",2,"commons"," over its soil. Now he has tried to detach the <em>Soviet</em> Union from supporting the United Nations resolutions. He has failed in all four. Is it not a fact that, since the beginning, the <em>Soviet</em> Union has been firm in its support of the United Nations and its resolutions? If the <em>Soviet</em> Union now uses its influence on its erstwhile friend and ally, Iraq, so that it complies fully with resolution 660, is that not the best for which we can hope in this situation?"
"uk.proc.d.1990-07-02.9.5.10","uk.proc","speech",0.8268664,"1990-07-02","Mr. Howell","Conservative","","mp",2,"commons","I was not dealing with that fascinating aspect of the subject. I was merely indicating the virtue and necessity of a hard currency. I think that my hon. Friend would be the first to recognise that that is the only basis upon which one can begin to get economic growth. and reform. Without a hard currency, there is little hope of the <em>Soviet</em> Union"
"uk.proc.d.1956-06-07.11.2.95","uk.proc","speech",0.8268664,"1956-06-07","Mr. Austen Albu","Labour","","mp",2,"commons","I hope that the hon. Member for Louth (Mr. Osborne) will accept that we on this side of the Committee prefer a social policy in accordance with our own traditions rather than with those of the <em>Soviet</em> Union. I realise that he has pleaded for this country to follow the <em>Soviet</em> Union. He said that we should have a division of our national income and"
"uk.proc.d.1987-07-23.4.1.23","uk.proc","speech",0.8268664,"1987-07-23","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","It is reported that the <em>Soviet</em> Union is about to accept the global zero option for intermediate nuclear weapons. Its proposals will be tabled, it is expected, in Geneva this afternoon. Until they are tabled, we do not know whether the option has been accepted with any conditions attached. If it is without conditions, we warmly welcome it. As my"
"uk.proc.d.1979-03-26.31.1.62","uk.proc","speech",0.8268664,"1979-03-26","Mr. James Lamond","Labour","","mp",3,"commons"," while he supports the Chinese aggression in Vietnam on the ground that if they had not done what they did Vietnam would have become an area in which the <em>Soviet</em> Union could have had troops? If the <em>Soviet</em> Union were doing the same thing in Vietnam as the right hon. Gentleman suggests that we should do in Iran, how could it be right for China to prevent that, when he would be the first to complain if the <em>Soviet</em> Union prevented us from doing it in Iran?"
"uk.proc.d.1948-04-14.13.1.3","uk.proc","speech",0.8268664,"1948-04-14","Major Tufton Beamish","Conservative","","mp",2,"commons","asked the Secretary of State for Foreign Affairs (1) whether the <em>Soviet</em> representatives in Bulgaria and Hungary have accepted His Majesty's Government's invitation to join in requesting the Governments of these two ex-enemy countries to provide full details regarding the strengths, training and equipment of all military and semi-military units and"
"uk.proc.d.1960-06-30.4.12.3","uk.proc","speech",0.8268664,"1960-06-30","Mr. Maudling","Conservative","The President of the Board of Trade","government",3,"commons","These talks were the first of a series of five annual reviews of the operation of the <em>Soviet</em> Five Year Trade Agreement of May, 1959. Since the Agreement, trade both ways has increased substantially, and the range of goods involved has widened. The two delegations arranged for an increase in the total quotas for consumer goods, which will now"
"uk.proc.d.1986-04-29.5.1.2","uk.proc","speech",0.8268664,"1986-04-29","The Secretary of State for the Environment (Mr. Kenneth Baker)","Conservative","The Secretary of State for the Environment","government",3,"commons","The whole House will want to join me in expressing sympathy to the people of the <em>Soviet</em> Union. We do not know with any certainty the precise nature of the incident, but it is clear that there may have been significant casualties. A disturbing feature of this incident is the way in which knowledge of it has come not from the <em>Soviet</em> Government, but"
"uk.proc.d.1953-04-15.5.2.3","uk.proc","speech",0.8268664,"1953-04-15","Mr. Selwyn Lloyd","Conservative","The Minister of State","government",2,"commons","The views of Her Majesty's Government on a four-Power conference to consider the holding of free elections throughout Germany were conveyed to the <em>Soviet</em> Government in a Note of 23rd September last. It will be recalled that, in this Note, Her Majesty's Government renewed their previous proposals to the <em>Soviet</em> Government for an early four-Power"
