post_id	post_text	post_published	comment_id	comment_message	comment_published	comment_like_count	attachment_type	attachment_url
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156562113386336	"This fat lying C U Next Tuesday's face gets more and more contorted with each lie."	2018-01-24T05:23:53+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561738571336	"Sarah Huckleberry, a Pretend Christian that lies every day for a living!"	2018-01-24T02:47:23+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561823976336	"Apparently FBI personnel are only allowed to have political opinions if they support Trump."	2018-01-24T03:23:07+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561847281336	"God..wouldn't you hate to be married to dat."	2018-01-24T03:30:21+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561842996336	"I think..no i am positive that their going to deport Sarah Sanders."	2018-01-24T03:28:15+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561985466336	"We all agree you should eat salads and exercise. You're too fat for TV!"	2018-01-24T04:25:54+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156562189131336	"We put Trump in office not to allow illegals in this country."	2018-01-24T06:05:34+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156562032561336	"This isn’t kindergarten you overpaid Ventriloquist Dummy."	2018-01-24T04:48:17+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561759376336	"Love Sarah, she's the best in the world"	2018-01-24T02:55:20+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561728766336	"Sarah Sanders must have fell and hit her head today or either she is wearing down."	2018-01-24T02:43:43+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561782326336	"Trumpshutdown #2 February 8th. Because a handshake is not enough. Mitch and Trump are Weasels."	2018-01-24T03:04:04+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561928576336	"Sarah is a beautiful lady and does an awesome job"	2018-01-24T04:03:57+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561918231336	"She a typical preachers daughter.  Poor thing."	2018-01-24T04:00:30+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561744541336	"Martha come look!!!..the TRAITOR LIBTARD and DEMOCRAPS are on here whinning!!!!!..oh my George!!!..they are makeing verbal PERSONAL attacks!!!!!...yes!..yes they are Martha. ..it's what TRAITORS DO. ."	2018-01-24T02:49:31+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561692456336	"President Trump is one of strongest men in history, never had a cold, and has the grace of a newborn baby iguana. When he is finished with this Russia garbage, that he has no idea about, Robert Mueller will bow down and ask to be sent to GITMO for ever questioning the authority of such a man!  Submit to his ever expanding empire. <3"	2018-01-24T02:31:18+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561721391336	"first off ""flying squirrels"" dont fly!!...they glide!!...lets just get that sh#t straight!!"	2018-01-24T02:40:59+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561791546336	"Huckleberry Hound Sanders is a fat/fugly excuse for a woman."	2018-01-24T03:07:52+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156562353051336	"Thats what the whole shut down was about, getting  the illegals votes.... Illegal is still illegal, there are millions that come in a year and go through the proper channels. Those I will trust!  Definitely not the ones that fly in to have their kids just to be born citizens, only to return with the entire family to live off welfare later. They can live here not getting government money for 5 years and be allowed to have citizenship at birth.  But not plan to come to abuse the peoples tax money."	2018-01-24T07:39:48+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561843521336	"Wasn't Trump just spiking the ball???"	2018-01-24T03:28:36+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561699376336	"We don't need any changes to the immigration laws. Enforce the ones on the books."	2018-01-24T02:33:42+0000	2		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561714456336	"#Democrats #Asked 16 Times In 24 Hours To End The Trump Shutdown And #Republicans Said #NO.  Here is the list of motions that Democrats have made to reopen the government from House Democratic Whip Rep. Steny Hoyer’s office: 1). Mr. Hoyer asked  – Republicans said no. 2). Mr. Cicilline asked  – Republicans said no. 3). Mr. Hoyer asked again – Republicans said no. 4). Mr. Pocan asked - Republicans said no. 5). Ms. Jackson Lee asked – Republicans said no. 6). Mr. Raskin asked – Republicans said no. 7). Ms. Kuster asked – Republicans said no. 😎. Ms. Schakowsky asked – Republicans said no. 9). Mr. Lieu asked – Republicans said no. 10). Ms. Jayapal asked – Republicans said no. 11). Senator McCaskill asked unanimous consent that the Senate take up H.R.1301 to provide for pay and death benefits for members of the Armed Services, and that the bill, as amended be passed. Republicans said no. 12). Senator Nelson asked unanimous consent that the Senate proceed to take up H.R.1301, a continuing resolution to fund the government through Saturday, January 20. Republicans said no. 13). Senator Tester asked unanimous consent that that the Senate take up H.R.1301, a continuing resolution to fund the government through Monday, January 22. Republicans said no. 14). Senator Stabenow asked unanimous consent that the Senate adopt a Stabenow-Casey-Brown proposal to provide for permanent CHIP funding, a five year extension of the Community Health Centers Program, and extensions of other expired Medicaid, Medicare, and health extenders. Republicans said no. 15). Senator Cardin asked unanimous consent that the Senate adopt a bill to provide for compensation of Federal employees affected by lapses in appropriations. Republicans said no. 16). Senator Tim Kaine asked unanimous consent that the Senate adopt a bill to end the Trump shutdown with a three-day continuing resolution to fund the government through Tuesday, January 23. Republicans said no. Republicans could end the government shutdown anytime they wanted, and they are choosing not to do so. The attempt by Trump and his party to blame Democrats ran out of steam almost as soon as it started. Outside of the Fox News/conservative media bubble/Trump Twitter account Axis of Misinformation, no one is buying that Democrats are responsible for shutting down a government that Republicans control. Democrats are trying to get the government open, and the reality is that Republicans are refusing to work with others. The party of President ""Art of the Deal"" can't work with others..."	2018-01-24T02:39:00+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561749676336	"None of it helps any Americans 🤨 no DACA .no amnesty ! No chain migration!"	2018-01-24T02:51:43+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561855686336	"can we agree that the current POTUS is a narcissistic sociopath?"	2018-01-24T03:33:47+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156562018636336	"We already tried amnesty under Reagan. Here we are again. The same problem and NO border wall. Build the wall and DEPORT ALL illegals,including the DACA illlegals"	2018-01-24T04:40:21+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561947086336	"Love her!"	2018-01-24T04:10:48+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561998051336	"Too bad the two sides of this country can’t even agree on the weather outside."	2018-01-24T04:31:31+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561696521336	"Sarah is awesome! #MAGA"	2018-01-24T02:32:50+0000	3		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561701126336	"Direct words form the Rabbit Hole.......right?"	2018-01-24T02:34:21+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561998621336	"Good luck with that after poking the bear.  What idiots"	2018-01-24T04:31:47+0000	0		
15704546335_10156561547251336	"The White House Press Secretary Sarah Sanders issued this response when asked if a deal on immigration could be made by the February 8 deadline. http://fxn.ws/2n1jjLS"	2018-01-24T02:30:55+0000	10156561547251336_10156561938926336	"Sarah Hucakabee looks so much like John Candy in drag, I can't take her seriously"	2018-01-24T04:08:03+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561606131336	"CNN saying the wave was Trumps fault."	2018-01-24T02:01:12+0000	55		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561618556336	"And now America is riding the Gnarly! Trump wave to Greatness!!   #MAGA"	2018-01-24T02:02:28+0000	92		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561640336336	"We’ll get him when he comes back in!  He’s not coming back..."	2018-01-24T02:10:05+0000	32		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561818466336	"This isn’t even the record wave for Nazaré Portugal. Which by the way is where the World record largest wave was surfed. Portugal is known for big wave surfing 🇵🇹 🇵🇹 Just like the Portuguese Açores Islands are known for cliff diving 🇵🇹 🇵🇹Força"	2018-01-24T03:21:05+0000	6		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561682111336	"I'm pretty sure that was a wave of liberal's tears 🤔"	2018-01-24T02:26:38+0000	13		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561620896336	"Thanks for The Five to show this first lol. This is wild! The only thing this wave reminds me of is The one from The original “The Poseidon Adventure” Movie 😅"	2018-01-24T02:03:03+0000	3		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561759731336	"Who would ever think Nazare Portugal would become the Surfing Capital of the world!! ONE OF my favorite places on earth!!! Will be there in April!!"	2018-01-24T02:55:31+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562077221336	"I’ll never go in the ocean again. First Jaws and now killer waves. I’ll stick to my Bathtub and pool (shallow end only)."	2018-01-24T05:08:28+0000	2		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562234166336	"I’ve been shot at, had my truck blown up, and laughed as rockets were impacting near me, but I would never do that! Bravo sir bravo!!!"	2018-01-24T06:32:50+0000	5		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562100971336	"I have never even heard of 100-foot shore waves, but that was one.  Amazing and crazy to ride it, but what an expert!"	2018-01-24T05:16:40+0000	2		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561610166336	"This is actually live footage of illegal immigrants new method of breaking into the US lol"	2018-01-24T02:01:33+0000	10		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561689141336	"Did they cut it off right before he died? 🤣"	2018-01-24T02:29:33+0000	10		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561648401336	"Every story every day... Turned political by brainwashed tools... Too afraid to actually talk about something else."	2018-01-24T02:12:33+0000	3		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561605891336	"Was anyone scared that wave was gonna crash and destroy him ?"	2018-01-24T02:01:08+0000	11		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561627296336	"Tubular. Gnarly. So totally rockin. Lol...he has more guts than me!"	2018-01-24T02:05:35+0000	9		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561618346336	"That takes both incredible skill and incredible guts!"	2018-01-24T02:02:25+0000	14		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561659946336	"Usually, surfing consists of trying not to fall. But sometimes, it's trying not to die."	2018-01-24T02:17:38+0000	6		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561621811336	"Looks like the end of point break"	2018-01-24T02:03:26+0000	7		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561674801336	"All that water behind him is pretty good incentive to ride like hell."	2018-01-24T02:23:20+0000	4		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561613196336	"He is lucky he is not up for a Darwin Award!!"	2018-01-24T02:01:47+0000	4		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561638881336	"Whats this got to do with politics? You people are brain dead! Too much Tv😐😱💥"	2018-01-24T02:09:37+0000	6		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562139226336	"And then Dave remained safely on his couch."	2018-01-24T05:38:07+0000	3		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561632161336	"Titanium ballssss!!!!!!"	2018-01-24T02:07:08+0000	4		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562087391336	"“According to his Facebook page?!” Lol obviously this guy was surfing on his own 10’ wang"	2018-01-24T05:12:07+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561601296336	"Yes! release the memo that was written by a group of RePEDOcans led by Devin Nunes who happens to be one of #TrumpsLapDogs??  Cannot wait!!! Lmmfao 😂😂😂😂😂😎 Yep... Robert Mueller must be closing in on the The Trump Crime Syndicate or Fox News wouldn't be getting this desperate to #Distract and #Deflect from the fact this 💩 is getting real.  Tic Toc Tic Toc Toc Tic Toc goes the Trump Impeachment Countdown Clock"	2018-01-24T01:59:58+0000	3		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561674071336	"Spicoli couldn't do that. Tasty wave !!"	2018-01-24T02:22:59+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561651196336	"Wow, that's ama ZA zing"	2018-01-24T02:13:56+0000	2		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561697281336	"Kathleen Turner Russ Turner this is that town we visited in Portugal 🇵🇹! Nazaré"	2018-01-24T02:33:04+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561654081336	"Luis Yes I know it’s Fox News  It’s not fake"	2018-01-24T02:15:05+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561627541336	"And the Chicken wins first place 😂😂😂 #surfsUp"	2018-01-24T02:05:41+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561691511336	"Great job done, congratulations!"	2018-01-24T02:30:53+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561704261336	"He's a crazy person! How did that wave not kill him there at the end?!"	2018-01-24T02:35:20+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561631386336	"Release the memo, all of it"	2018-01-24T02:06:56+0000	1		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561642731336	"Cameron Martin he can do this, and I walk into walls. 🤷🏼‍♀️"	2018-01-24T02:10:55+0000	2		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561912956336	"That’s some serious skill right there!"	2018-01-24T03:57:57+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561801651336	"Drone cameras are getting better and better. Scary"	2018-01-24T03:13:09+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561667836336	"Watched Point Break too much😂😂😂"	2018-01-24T02:20:32+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561847641336	"Looks very “STORMY” there Faux News? Will you be covering more STORMY stories?"	2018-01-24T03:30:28+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561638681336	"Sitting on top of the world....."	2018-01-24T02:09:31+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561768806336	"He was lucky Gabs Medina didn't drop in on him ..."	2018-01-24T02:58:50+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561763536336	"will Trump be able to ride the Mueller wave ? .. no, he will be crushed ! :)"	2018-01-24T02:56:48+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561897636336	"If that wave was behind me I think I would be crapping in my bathing suit."	2018-01-24T03:50:12+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561621821336	"Holy sheet no way jose. That wave is a bad hombre."	2018-01-24T02:03:27+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561643831336	"Obviously it was planned. There were helicopters to record it."	2018-01-24T02:11:18+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561653546336	"The original point break."	2018-01-24T02:14:47+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561732261336	"I hope that he made it out of It ok...."	2018-01-24T02:45:07+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561693161336	"Dude Brody is still alive....he made it bra!"	2018-01-24T02:31:45+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561800826336	"Just watching a wave this big scares the bjesus out of me.  Can't imagine being in a wave like that"	2018-01-24T03:12:51+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561959886336	"Howz this for an adrenaline rush, Lyza Jay?"	2018-01-24T04:14:49+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561688311336	"With the energy that wave was producing I am shocked he stayed up that long 😳"	2018-01-24T02:29:13+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561668231336	"Loved Nazare, and the whole Country.  I imagine this video IS NOT fake.  They ride the waves all the time, there.  Beautiful beaches."	2018-01-24T02:20:42+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562240851336	"Why the stupid Circle, we can SEE him....morons...."	2018-01-24T06:36:23+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561708036336	"Nazare in front of that church"	2018-01-24T02:36:39+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562214866336	"Wow that dude was hanging 10."	2018-01-24T06:21:56+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561621696336	"Is this the one your were talking about Royce?"	2018-01-24T02:03:22+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561682661336	"This isn’t news, it’s just Keanu Reeves/ Johnny Utah out shredding it Point Break style! 😂"	2018-01-24T02:26:50+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561616581336	"He gets free health care by the American taxpayers"	2018-01-24T02:02:04+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561742031336	"That is insane...and amazing!"	2018-01-24T02:48:22+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561699841336	"I bet Trump could do that."	2018-01-24T02:33:51+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562129296336	"Can’t even watch a surf video without having to read about Trump these days 🙄🙄🙄"	2018-01-24T05:32:45+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561795821336	"How high was the wave estimated to be?"	2018-01-24T03:10:03+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561842836336	"If you like big wave surfing check out the movie In God's Hands."	2018-01-24T03:28:10+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561625271336	"Patrick Swayze at point break. Only this time he made it."	2018-01-24T02:04:54+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156561787606336	"This is certainly great, comedy gold perhaps. Haven’t jeered this hard in a while. Is this serious? 🐧"	2018-01-24T03:06:16+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562451986336	"Totally Awesome  or Darwin Award recipient.  The line is very thin.  Congrats on being awesome."	2018-01-24T08:39:19+0000	0		
15704546335_10156561146771336	"GNARLY!: One surfer rode this monstrous wave off the coast of Portugal."	2018-01-24T01:59:44+0000	10156561146771336_10156562293481336	"I thought that wave was in Bells Beach, Australia. Bhodi said so."	2018-01-24T07:04:37+0000	0		
